,,,,,,,,,,,,,,,,,,,,,,,,
idpub,brdxdy,sexrsp,deatyr,pi5760,pop57,yrer74,mx001rer,ru024rec,mz023rer,gx201re,gu024re,iz023rer,gi503re,hx201re,hu024re,jz023rer,hi503rea,q1x001rer,q1u024re,q1z023rer,q1i503rea,q1c003re,hd201kd,dglev
927783,39,2,-2,66,6,0,4,-2,12,2,-2,2,-2,2,-2,2,-2,,,,,,5,2
927785,39,1,-2,60,6,0,3,-2,2,3,-2,0,-2,3,-2,8,-2,,,,,,4,-2
927786,39,1,-2,27,3,80,4,0,6,2,0,3,12,2,-2,2,6,3,7,0,1,1,6,-2
927790,39,2,-2,92,9,0,4,0,4,3,0,0,7,3,-2,-29,6,,,,,,2,-2
927792,39,2,-2,28,9,120,4,0,3,,,,,3,-2,,8,4,-2,0,4,1,2,-2
927794,38,1,1999,49,6,157,4,0,4,,,,,,,,,,,,,,,-2
927797,39,1,-2,652,9,0,,,,,,,,,,,,,,,,,,4
927799,39,1,2012,68,6,120,,0,,2,0,6,7,,,,,,,,,,,-2
927801,39,2,-2,86,3,120,,0,,1,0,,12,1,-2,,10,4,-2,10,11,1,3,-2
927802,39,2,-2,10,4,0,5,-2,3,1,-2,8,-2,,,,,,,,,,,-2
927810,39,1,2017,323,9,193,5,4,3,1,0,-3,5,3,-2,-29,6,,,,,,1,2
927812,39,1,2004,93,6,130,,,,,,,,,,,,,,,,,,-2
927819,39,1,-2,99,5,260,5,-2,0,1,-2,-3,-2,2,-2,12,-2,4,-2,12,8,1,1,4
927829,39,1,2008,71,9,130,4,0,1,4,0,1,7,,,,,,,,,,,-2
927832,39,2,-2,60,2,0,4,4,25,2,0,10,8,,,,,4,-2,3,6,1,,2
927833,37,1,-2,11,6,145,4,-2,0,2,-2,1,-2,2,-2,-29,-2,,,,,,1,-2
927835,38,1,2015,30,4,97,3,0,8,2,0,8,5,5,-2,6,7,,,,,,0,-2
927837,39,2,-2,76,9,31,5,0,4,1,0,6,10,1,-2,10,8,5,-2,3,8,1,3,-2
927841,38,1,2014,71,5,106,4,-2,3,2,-2,2,-2,2,-2,3,-2,,,,,,3,-2
927842,39,2,-2,42,4,42,5,0,10,1,0,2,0,3,-2,1,8,4,-2,0,0,1,6,2
927843,40,2,-2,79,4,0,4,0,8,4,-5,2,-5,3,-2,-29,7,,,,,,3,-2
927847,39,1,-2,92,6,900,5,0,6,2,0,4,11,1,-2,4,8,5,-2,4,6,2,4,4
927854,39,2,2008,47,4,50,3,-2,3,4,5,8,11,,,,,,,,,,,2
927857,39,2,-2,74,8,80,5,-2,6,3,-2,5,-2,2,-2,-29,-2,,,,,,2,-2
927864,37,1,-2,74,5,149,4,-2,3,3,-2,8,-2,2,-2,8,-2,,,,,,3,-2
927866,39,2,-2,26,5,120,,,,3,0,4,5,,,,,,,,,,,-2
927868,39,2,2011,-3,5,20,4,-2,0,4,-2,0,5,,,,,,,,,,,-2
927874,39,1,-2,30,3,120,4,-2,3,2,-2,6,-2,,,,,,,,,,,-2
927879,38,1,2012,45,6,110,4,0,8,3,0,6,10,3,-2,2,6,,,,,,3,-2
927880,39,2,-2,35,3,0,4,0,6,3,0,3,12,2,-2,4,6,4,-2,2,12,1,2,-2
927882,38,1,-2,85,7,150,4,0,4,2,0,,8,2,-2,7,0,4,-2,0,6,1,3,-2
927883,39,1,-2,119,6,258,5,0,1,1,0,2,6,1,-2,2,6,4,-2,2,2,1,5,4
927885,39,2,2015,-3,2,85,4,4,3,2,0,15,11,2,-2,,0,,,,,,5,-2
927886,39,2,2016,43,4,0,3,-2,0,3,-2,,-2,4,-2,25,-2,,,,,,2,-2
927887,38,2,-2,52,6,0,3,0,1,,,,,-30,-30,0,-30,,,,,,3,-2
927897,38,1,-2,67,4,86,3,4,2,3,0,2,12,4,5,1,10,2,-2,0,11,1,3,-2
927900,39,1,-2,27,2,109,3,0,10,4,0,3,10,4,-2,2,10,3,-2,0,0,1,3,-2
927907,39,2,2013,17,2,10,3,5,0,3,5,8,9,4,-2,-29,7,,,,,,3,-2
927918,39,2,2009,95,6,0,5,0,1,2,0,4,8,,,,,,,,,,,-2
927919,39,1,-2,49,6,140,4,0,5,2,0,5,5,2,-2,4,6,4,-2,0,3,1,3,-2
927922,39,1,1978,-3,6,140,,,,,,,,,,,,,,,,,,-2
927923,39,1,-2,116,6,138,4,-3,2,2,0,4,11,2,-2,0,11,4,1,2,12,2,5,2
927924,39,1,-2,62,9,108,5,0,3,1,0,20,11,1,-2,10,8,4,-2,0,8,2,3,3
927927,39,1,-2,88,7,78,,,,1,0,2,2,1,-2,4,5,5,-2,6,3,2,2,-2
927929,39,1,2010,202,5,280,5,-2,2,1,-2,1,-2,,,,,,,,,,,2
927931,38,1,2013,66,9,-3,4,-2,4,3,-2,6,-2,3,-2,-29,-2,,,,,,0,-2
927932,39,1,-2,22,2,90,4,-2,6,3,-2,5,-2,3,-2,3,-2,5,-2,20,4,1,2,-2
927934,39,1,-2,32,6,105,,0,,3,0,1,5,3,-2,1,5,3,-2,0,4,1,3,-2
927936,39,2,-2,97,5,0,4,6,1,2,6,1,6,2,-2,0,8,4,2,2,6,1,4,-2
927939,39,2,-2,-3,7,22,4,0,2,1,0,4,10,2,-2,3,12,5,-2,2,0,1,4,-2
927944,39,1,2018,-3,6,245,,,,3,,0,,,,,,,,,,,,-2
927948,39,2,-2,-3,8,93,5,3,4,2,0,4,9,1,-2,6,11,5,1,12,11,1,3,-2
927953,39,1,-2,-3,8,135,,0,,1,1,,11,1,-2,,4,,,,,,5,2
927956,39,2,-2,74,4,20,5,0,2,1,0,4,11,1,-2,4,10,5,-2,10,6,1,2,3
927958,39,1,-2,92,8,180,5,0,6,1,0,12,8,2,-2,20,6,4,-2,20,5,1,7,-2
927959,39,2,-2,81,9,50,5,0,3,2,-5,,-5,,,,,,,,,,,-2
927966,39,1,2018,4,3,48,,0,,,,,,,,,,,,,,,,-2
927968,39,1,-2,38,3,136,4,0,4,1,0,5,5,1,-2,7,5,3,-2,4,0,1,3,-2
927969,39,2,-2,70,9,0,,,,3,-2,10,-2,,,,,,,,,,,-2
927970,38,1,2015,-3,2,109,,-2,,4,-2,10,-2,2,-2,3,-2,,,,,,2,-2
927977,39,2,-2,94,7,70,,7,,3,4,2,4,2,-2,,6,4,5,2,4,1,9,-2
927982,39,1,2009,78,6,190,,0,,3,0,4,10,,,,,,,,,,,-2
927983,39,2,-2,49,6,0,4,-2,23,1,-2,8,-2,2,-2,6,-2,,,,,,6,2
927984,39,1,2010,67,5,180,4,-2,6,4,0,2,5,,,,,,,,,,,-2
927985,39,2,-2,59,6,0,3,-2,6,4,0,4,6,4,-2,,4,1,-2,5,5,1,5,-2
927986,39,2,-2,19,4,0,,0,,3,0,,5,3,-2,,7,3,-2,0,5,1,3,-2
927990,39,2,-2,-3,2,0,5,0,6,1,0,4,6,1,-2,4,11,,,,,,2,-2
927994,39,2,2010,103,5,1,3,-2,0,4,-2,0,10,,,,,,,,,,,1
927996,37,1,-2,-3,2,170,4,-2,4,2,-2,0,-2,,,,,,,,,,,-2
927998,39,1,-2,-3,2,174,5,0,2,2,0,3,10,1,5,2,8,5,-2,12,8,0,0,1
928003,39,2,-2,15,2,0,,,,2,,6,,,,,,,,,,,,-2
928004,39,1,-2,40,4,-3,4,-2,0,3,,0,,,,,,,,,,,,-2
928007,39,2,-2,92,9,0,4,0,0,3,0,0,10,3,-2,-29,10,4,-2,0,10,1,4,-2
928012,38,2,-2,73,5,0,4,0,4,3,0,2,6,2,-2,1,6,4,-2,0,0,1,3,2
928013,39,1,-2,87,6,800,,0,,1,0,,8,2,-2,,6,,,,,,1,4
928014,39,1,-2,66,4,125,4,0,6,3,0,2,4,2,-2,2,0,4,-2,4,6,1,0,-2
928015,39,2,-2,35,4,30,4,-2,10,2,-2,4,-2,1,-2,8,-2,,,,,,2,2
928016,39,1,-2,-3,2,165,5,1,3,2,0,4,8,2,-2,1,7,4,-2,1,8,1,2,2
928017,40,2,2011,46,3,-3,4,2,4,2,0,0,11,3,-2,0,10,,,,,,2,-2
928019,39,2,-2,100,5,0,5,0,0,3,0,1,10,,,,,,,,,,,-2
928028,39,2,-2,60,2,0,,-2,,2,0,,5,,,,,4,-2,0,5,1,,-2
928030,39,2,-2,59,3,0,4,0,4,5,-2,,4,5,2,0,4,,,,,,4,-2
928038,38,2,-2,103,7,21,3,-2,4,3,-2,10,-2,3,-2,0,-2,4,2,7,2,2,6,-2
928039,39,2,-2,54,2,60,4,0,10,3,6,4,10,4,-2,3,5,,,,,,3,-2
928043,-3,2,-2,50,6,-3,,,,,,,,,,,,,,,,,,-3
928054,-3,1,-2,269,5,-3,,,,,,,,,,,,,,,,,,-3
928060,39,1,-2,-3,3,200,4,0,0,1,0,1,7,3,-2,2,9,4,-2,0,6,1,3,2
928062,39,1,2014,92,6,145,4,0,0,3,,4,,3,-2,0,6,,,,,,2,-2
928065,39,1,2016,61,6,155,4,0,2,2,0,4,6,2,-2,1,7,,,,,,3,-2
928069,39,1,2013,79,5,125,4,0,10,2,0,3,4,4,-2,1,5,,,,,,3,3
928070,39,1,2017,-3,3,230,,,,2,0,1,7,3,-2,1,6,,,,,,4,-2
928078,39,2,-2,54,9,0,,0,,2,0,3,6,1,-2,4,5,5,-2,0,7,1,5,-2
928080,39,2,2012,26,5,38,,-2,,4,-2,4,-2,5,-2,2,-2,,,,,,2,-2
928083,39,1,2019,83,4,135,3,7,3,2,0,10,3,,,,,,,,,,,-2
928089,38,2,2013,73,6,8,4,0,2,,,,,2,5,,10,,,,,,3,-2
928093,40,1,-2,48,3,130,1,0,4,2,0,4,10,2,-2,10,8,4,4,3,10,1,5,-2
928094,-3,1,1985,19,4,-3,,,,,,,,,,,,,,,,,,-3
928096,39,1,-2,-3,4,0,5,-2,2,3,-2,3,-2,2,-2,0,-2,,,,,,6,4
928097,-3,1,2009,93,9,-3,,,,,,,,,,,,,,,,,,-3
928101,39,2,1995,44,4,0,4,0,4,,,,,,,,,,,,,,,-2
928107,37,1,2001,49,6,90,4,0,0,,,,,,,,,,,,,,,-2
928112,39,2,-2,69,3,0,4,-2,2,2,-2,8,-2,3,-2,20,-2,,,,,,3,-2
928115,39,2,2005,75,5,60,4,0,1,2,0,0,10,,,,,,,,,,,2
928116,39,1,-2,26,3,157,4,0,4,2,,-3,,,,,,,,,,,,-2
928118,39,2,-2,82,7,8,,5,,2,3,3,7,2,-2,3,8,,,,,,3,-2
928120,39,1,-2,37,2,95,,0,,,,,,3,-2,,6,,,,,,5,-2
928126,39,1,-2,-3,3,160,5,-2,2,2,,1,,-30,-30,4,-30,,,,,,2,-2
928129,38,1,-2,150,4,930,4,0,1,1,0,1,9,2,-2,1,7,3,-2,0,0,1,3,4
928130,39,1,-2,38,2,140,4,0,10,2,0,0,8,3,-2,1,8,4,-2,0,6,1,5,-2
928133,-3,2,1990,80,7,-3,,,,,,,,,,,,,,,,,,-3
928136,39,1,2017,64,7,110,4,0,0,3,0,1,8,3,-2,2,7,,,,,,9,-2
928138,39,2,-2,51,2,0,,0,,,,,,,,,,,,,,,,-2
928141,39,2,2009,261,6,14,4,0,14,2,0,-3,6,,,,,,,,,,,-2
928145,39,2,-2,62,9,25,4,-2,1,2,-2,1,-2,4,-2,0,-2,,,,,,3,-2
928148,39,1,-2,29,4,0,,,,2,-2,4,-2,3,-2,1,-2,,,,,,3,-2
928149,39,1,2016,52,6,65,4,3,10,3,5,5,6,3,3,5,7,,,,,,0,2
928150,39,1,2015,30,4,120,4,0,2,3,-2,1,10,3,5,0,8,,,,,,2,-2
928151,39,1,-2,62,8,258,5,-2,6,1,-2,6,-2,,,,,,,,,,,-2
928152,39,1,2010,39,4,-3,,0,,,,,,,,,,,,,,,,-2
928157,39,2,-2,57,6,0,,,,4,,5,,,,,,,,,,,,-2
928158,-3,1,1991,21,6,-3,,,,,,,,,,,,,,,,,,-3
928159,38,1,2012,34,9,180,3,0,4,4,0,3,12,5,-2,-29,2,,,,,,1,-2
928172,39,1,-2,-3,3,214,4,0,0,2,0,2,8,,,,,,,,,,,2
928184,39,2,-2,-3,7,120,5,6,6,1,5,10,8,1,4,8,10,5,5,2,5,2,4,-2
928186,39,1,1977,29,4,5,,,,,,,,,,,,,,,,,,-2
928190,38,1,-2,88,4,145,5,0,1,1,0,4,6,1,-2,1,12,4,-2,0,8,2,6,2
928194,39,1,1999,1,2,120,,,,,,,,,,,,,,,,,,-2
928196,39,2,-2,143,9,80,,0,,,,,,,,,,,,,,,,2
928199,-3,2,-2,202,4,-3,,,,,,,,,,,,,,,,,,-3
928206,39,1,-2,73,7,0,4,-2,3,1,-2,2,-2,2,-2,2,-2,,,,,,5,2
928209,39,2,-2,53,4,14,5,-2,2,1,-2,1,-2,1,-2,2,-2,4,-2,0,5,1,5,-2
928213,39,1,-2,65,9,150,4,0,3,2,-5,1,-5,2,-2,2,4,4,-2,0,0,1,3,1
928215,39,2,2007,51,9,90,4,0,4,2,0,3,0,,,,,,,,,,,-2
928218,39,2,2012,132,8,1,5,-2,4,1,6,4,9,1,-2,4,9,,,,,,4,2
928221,39,2,-2,17,2,-3,4,6,5,,,,,3,-2,,0,3,-2,0,6,2,5,-3
928222,39,1,2015,30,3,0,4,0,2,1,0,2,6,3,-2,3,5,,,,,,1,2
928229,39,1,-2,32,3,100,,-2,,2,,-3,,2,-2,2,-2,,,,,,3,-2
928230,39,2,-2,67,9,0,5,-2,2,2,-2,2,-2,2,-2,4,-2,,,,,,2,3
928233,39,2,-2,27,6,130,4,0,4,2,5,3,6,3,-2,2,6,4,-2,1,5,0,0,2
928244,39,2,-2,44,2,1,,,,2,0,6,12,2,-2,1,0,,,,,,6,-2
928249,39,1,1986,88,6,150,,,,,,,,,,,,,,,,,,3
928251,39,2,-2,74,3,0,4,7,5,3,0,4,10,,,,,,,,,,,-2
928258,39,2,2016,-3,5,-3,4,0,1,4,0,3,10,,,,,,,,,,,-2
928266,39,2,-2,32,2,0,,0,,2,,-3,,,,,,,,,,,,-2
928268,39,2,-2,42,9,35,4,0,4,1,0,4,6,2,-2,9,8,4,-2,0,6,0,0,3
928269,39,2,-2,-3,3,31,5,-2,2,1,-2,5,-2,,,,,,,,,,,-2
928270,38,2,-2,38,9,0,,-3,,1,0,1,11,1,-2,1,10,4,-2,0,10,2,7,-2
928272,39,2,-2,34,3,0,,,,,,,,,,,,,,,,,,-2
928282,39,1,-2,61,4,137,5,0,2,1,0,7,10,1,-2,3,6,4,-2,10,6,1,5,-2
928283,39,2,2003,73,7,100,4,0,4,,,,,,,,,,,,,,,-2
928284,38,2,-2,43,3,27,3,6,4,5,5,6,6,3,2,3,5,3,2,3,4,1,2,-2
928292,39,2,-2,116,8,0,5,0,3,1,0,5,5,1,-2,4,0,4,-2,3,4,1,2,2
928297,39,2,-2,72,2,0,,6,,3,0,,10,2,6,10,9,,,,,,3,-2
928300,39,1,2011,-3,2,156,4,0,0,2,0,,7,,,,,,,,,,,-2
928302,39,1,-2,78,6,130,3,-2,0,2,0,0,12,2,-2,0,10,2,-2,0,6,1,3,2
928308,39,1,-2,209,9,180,,-2,,4,-2,1,-2,2,-2,,-2,,,,,,2,2
928318,40,2,-2,59,2,87,5,0,3,1,0,0,12,1,-2,1,12,5,-2,1,10,2,3,2
928323,39,2,-2,57,3,1,5,-2,1,3,-2,0,-2,,,,,,,,,,,-2
928324,38,2,-2,32,3,0,5,0,3,2,,10,,,,,,,,,,,,-2
928325,39,2,-2,-3,6,0,5,-2,4,,,,,1,-2,3,-2,,,,,,5,-2
928327,38,1,-2,114,4,125,4,0,6,3,0,2,6,2,-2,6,6,,,,,,4,-2
928330,38,1,2000,21,2,125,,,,,,,,,,,,,,,,,,-2
928331,-3,1,1974,-3,9,-3,,,,,,,,,,,,,,,,,,-3
928332,39,2,2018,-3,9,5,5,0,2,2,7,20,8,1,-2,12,7,,,,,,2,-2
928334,39,1,2002,64,4,200,,-3,,,,,,,,,,,,,,,,2
928335,39,2,-2,59,9,0,5,5,3,1,4,1,7,2,4,,6,,,,,,3,2
928346,39,1,2004,55,5,100,3,-2,5,,,,,,,,,,,,,,,-2
928352,39,1,-2,55,4,160,,-2,,1,-2,3,-2,1,-2,3,-2,,,,,,4,-2
928358,39,1,2016,67,9,144,4,4,0,2,0,2,11,,,,,,,,,,,-2
928359,38,1,-2,48,9,130,3,-2,-3,3,-2,1,-2,,,,,,,,,,,-2
928360,-3,1,-2,33,4,-3,,,,,,,,,,,,,,,,,,-3
928367,39,2,2019,66,9,50,,6,,2,6,,1,3,4,1,6,,,,,,3,-2
928372,39,1,2016,31,3,110,,0,,2,0,4,11,1,-2,4,6,,,,,,3,-2
928375,39,2,-2,29,3,0,,,,,,,,,,,,,,,,,,-2
928377,-3,2,-2,-3,5,-3,,,,,,,,,,,,,,,,,,-3
928381,39,2,-2,-3,2,25,4,0,0,2,0,,7,-30,-30,1,-30,5,-2,0,4,1,3,-2
928387,39,2,-2,67,7,10,4,0,1,1,0,5,0,2,-2,1,5,4,3,0,1,1,2,-2
928389,39,1,-2,153,4,137,,-2,,1,-2,,-2,3,-2,4,-2,,,,,,2,-2
928391,38,1,-2,97,8,230,,,,4,-5,1,-5,,,,,,,,,,,2
928392,-3,1,-2,70,7,-3,,,,,,,,,,,,,,,,,,-3
928396,39,2,-2,127,5,0,3,-2,7,4,-2,10,12,3,-2,4,8,3,-2,0,6,1,3,2
928398,39,1,-2,-3,2,140,5,-2,5,1,-2,2,-2,2,-2,3,-2,,,,,,3,1
928402,39,1,-2,46,2,139,,-2,,4,-2,8,-2,4,-2,4,-2,,,,,,5,-2
928404,39,2,2019,80,9,100,,,,4,7,2,12,4,6,-29,5,,,,,,0,-2
928407,39,1,-2,36,4,200,5,0,2,1,0,0,10,1,-2,0,10,4,-2,0,10,1,3,4
928417,39,2,-2,60,9,6,4,0,2,2,0,1,-3,2,7,2,0,4,-2,-3,0,1,3,-2
928419,39,1,-2,75,5,180,,0,,,,,,,,,,,,,,,,-2
928425,-3,1,-2,32,6,-3,,,,,,,,,,,,,,,,,,-3
928429,39,2,-2,28,4,64,4,-2,2,2,-2,0,-2,4,-2,4,-2,,,,,,7,-2
928430,39,1,1980,63,9,152,,,,,,,,,,,,,,,,,,-2
928432,39,2,2016,49,3,0,,,,4,-2,2,-2,,,,,,,,,,,-2
928433,39,2,2010,20,5,0,,,,1,-2,,-2,,,,,,,,,,,-2
928440,39,2,2007,23,4,0,4,-2,0,5,-2,2,9,,,,,,,,,,,-2
928444,39,1,2017,115,7,180,,5,,,,,,2,-2,3,0,,,,,,2,-2
928445,38,2,1997,42,5,90,,,,,,,,,,,,,,,,,,-2
928447,39,2,2006,54,6,6,3,0,5,2,0,3,10,,,,,,,,,,,-2
928448,39,1,-2,33,9,0,4,0,2,2,2,0,6,3,-2,2,6,4,-2,4,6,1,2,-2
928452,39,2,-2,32,9,110,4,0,9,2,0,15,12,3,-2,,9,3,-2,3,12,0,0,-2
928454,39,1,-2,43,8,0,,,,,,,,,,,,,,,,,,3
928457,39,1,-2,20,2,0,4,-2,1,3,-2,0,-2,2,-2,2,-2,,,,,,3,-2
928463,37,1,-2,-3,2,90,4,3,0,3,0,0,6,3,-2,0,6,3,-2,0,7,1,4,-2
928475,39,2,2002,-3,9,0,,5,,,,,,,,,,,,,,,,-2
928476,39,2,-2,82,9,0,4,-2,1,2,-2,1,-2,2,-2,5,-2,,,,,,1,-2
928478,39,2,1980,94,6,10,,,,,,,,,,,,,,,,,,-2
928486,39,1,-2,69,9,100,4,-2,3,3,-2,0,-2,4,-2,0,-2,,,,,,4,-2
928488,-3,1,-2,73,9,-3,,,,,,,,,,,,,,,,,,-3
928490,39,2,1989,49,3,86,,,,,,,,,,,,,,,,,,-2
928491,39,2,-2,96,5,36,4,7,4,2,6,4,6,2,-2,2,6,4,-2,2,7,1,2,-2
928493,39,2,-2,35,9,0,4,0,1,2,0,4,7,,,,,,,,,,,-2
928499,39,2,-2,65,6,6,4,0,10,1,0,,7,2,-2,,6,,,,,,3,-2
928503,38,1,1997,27,3,94,,0,,,,,,,,,,,,,,,,-2
928505,39,2,-2,53,2,24,4,0,1,2,0,3,9,,,,,,,,,,,-2
928509,38,2,-2,49,3,13,4,0,1,3,4,3,8,3,-2,1,8,,,,,,0,2
928512,39,1,-2,62,2,140,4,-2,4,2,-2,2,-2,2,-2,3,-2,,,,,,2,3
928514,39,1,-2,53,6,80,4,7,3,3,0,12,10,2,-2,1,8,3,-2,0,6,1,2,-2
928522,39,2,2006,17,2,40,4,0,4,5,0,0,7,,,,,,,,,,,-2
928523,39,1,2010,47,3,100,,,,3,,6,,,,,,,,,,,,-2
928526,39,2,-2,41,2,0,4,-2,2,3,-2,0,-2,3,-2,7,-2,,,,,,4,-2
928527,39,1,2014,4,2,39,4,0,4,4,-2,,-3,4,-2,,0,,,,,,3,-2
928528,-3,1,1959,46,2,-3,,,,,,,,,,,,,,,,,,-3
928533,39,2,-2,62,4,21,4,-2,5,2,-2,6,-2,2,-2,5,-2,5,-2,2,6,1,3,-2
928535,39,2,2015,54,4,75,4,0,5,2,0,-3,2,,,,,,,,,,,-2
928536,39,1,-2,241,6,135,,0,,1,0,-3,6,1,-2,1,6,4,-2,4,5,1,2,2
928537,38,1,-2,57,2,132,4,-2,3,2,-2,0,-2,2,-2,1,-2,3,-2,8,0,1,2,-2
928539,39,2,1980,57,9,-3,,,,,,,,,,,,,,,,,,-3
928540,39,2,-2,49,4,93,,4,,3,4,4,6,,,,,,,,,,,-2
928547,40,2,-2,41,3,94,2,0,10,3,0,3,0,4,-2,0,5,1,-2,3,5,1,3,-2
928550,39,1,-2,119,8,-3,,-3,,,,,,,,,,,,,,,,2
928556,39,1,-2,36,3,0,4,0,1,1,0,4,5,,,,,4,0,2,5,1,,-2
928557,-3,1,1999,-3,5,-3,,,,,,,,,,,,,,,,,,-3
928561,39,1,2011,24,5,200,4,-2,28,1,-2,15,-2,,,,,,,,,,,2
928562,39,1,2008,19,3,67,4,0,4,3,-2,10,6,,,,,,,,,,,-2
928565,39,1,-2,43,4,260,,0,,3,,4,,,,,,,,,,,,-2
928566,39,1,1974,63,9,-3,,,,,,,,,,,,,,,,,,-3
928567,39,1,-2,78,3,160,,,,3,0,6,12,3,-2,3,8,4,-2,2,5,2,5,2
928570,39,1,2016,51,3,130,4,-2,8,2,,3,,3,-2,12,-2,,,,,,3,-2
928571,39,1,2006,58,4,138,,-3,,,,,,,,,,,,,,,,-2
928572,39,2,-2,187,4,90,4,-2,1,4,-2,10,-2,4,-2,8,-2,,,,,,7,-2
928577,39,2,2016,16,2,4,4,4,2,4,0,3,8,3,-2,-29,6,,,,,,4,-2
928579,40,2,-2,37,6,140,4,0,7,3,0,10,12,3,-2,8,6,4,6,4,0,1,0,-2
928581,39,1,2007,45,5,143,,,,4,0,,5,,,,,,,,,,,-2
928584,39,1,1992,20,3,125,,,,,,,,,,,,,,,,,,2
928585,39,1,-2,68,5,124,4,0,3,2,0,4,4,3,5,2,7,,,,,,3,2
928587,39,1,-2,49,9,-3,4,-2,3,2,-2,2,-2,3,-2,1,-2,,,,,,4,-2
928589,39,2,-2,63,4,198,3,0,4,2,0,0,10,2,-2,6,11,4,-2,0,0,3,9,-2
928590,39,2,-2,33,7,24,4,-2,3,3,-2,2,-2,3,-2,9,-2,,,,,,1,2
928599,39,2,2010,40,5,-3,5,0,2,2,0,4,11,,,,,,,,,,,-2
928602,39,1,-2,80,6,0,5,-2,3,1,-2,1,-2,2,-2,3,-2,,,,,,4,2
928607,39,2,-2,76,3,0,5,0,3,1,0,2,5,1,-2,5,9,5,-2,0,-2,1,1,-2
928611,39,1,-2,80,9,180,,-2,,1,-2,6,-2,2,-2,4,-2,,,,,,2,3
928614,39,2,1999,70,6,0,4,0,4,,,,,,,,,,,,,,,-2
928616,39,2,-2,45,7,37,4,0,6,3,0,2,11,2,5,6,6,4,-2,0,6,2,3,3
928619,38,1,2018,157,2,92,,0,,3,0,0,4,4,6,-29,4,,,,,,0,-2
928620,39,1,-2,-3,9,126,4,0,0,4,0,2,8,3,-2,,8,3,-2,4,4,2,4,-2
928621,39,1,-2,18,6,70,,,,,,,,,,,,,,,,,,-2
928630,39,2,-2,18,3,0,4,-2,1,3,-2,2,-2,,,,,,,,,,,-2
928635,39,2,-2,68,6,1,4,-2,8,3,-2,8,-2,,,,,,,,,,,-2
928639,39,1,2006,78,9,138,,-2,,5,-2,,3,,,,,,,,,,,-2
928646,39,2,2015,74,6,0,4,0,2,2,-2,8,11,,,,,,,,,,,-2
928652,38,2,-2,96,8,63,,0,,,,,,,,,,,,,,,,-2
928653,39,2,2012,62,6,0,3,5,2,4,0,0,8,4,-2,0,9,,,,,,4,-2
928656,39,1,-2,29,8,149,4,0,0,3,0,5,6,,,,,,,,,,,-2
928664,39,2,-2,59,7,123,4,0,3,3,0,0,11,2,3,4,6,3,3,0,8,1,1,-2
928665,40,1,2003,-3,7,100,2,-2,2,,,,,,,,,,,,,,,1
928666,38,1,-2,90,5,240,5,0,4,2,0,3,6,1,-2,5,6,4,-2,4,7,2,2,-2
928667,39,1,-2,70,5,0,3,0,5,3,-3,0,-3,3,-2,-29,8,,,,,,2,3
928670,38,1,-2,20,5,170,3,0,2,2,0,4,8,,,,,,,,,,,-2
928673,39,2,-2,74,9,3,5,0,0,1,0,0,12,1,-2,0,9,4,3,28,8,1,4,-2
928679,39,2,-2,16,3,110,5,-2,2,1,-2,4,-2,,,,,,,,,,,-2
928680,38,1,-2,56,4,119,,,,2,0,0,10,2,-2,-29,4,,,,,,4,-2
928681,39,1,-2,60,4,140,5,-2,4,3,,2,,2,-2,2,-2,,,,,,3,-2
928683,39,2,-2,55,4,108,4,0,3,2,0,10,10,1,-2,8,11,4,-2,0,10,1,2,-2
928687,39,2,-2,74,7,4,,,,3,0,,10,,,,,,,,,,,2
928688,38,2,-2,49,5,78,5,0,2,1,0,,7,1,-2,2,4,4,-2,2,5,0,0,-2
928690,39,1,2015,48,4,150,4,0,4,3,0,0,9,,,,,,,,,,,-2
928693,39,1,-2,45,6,130,4,0,0,1,3,2,6,2,4,2,5,4,6,0,4,1,2,-2
928699,-3,2,-2,-3,4,-3,,,,,,,,,,,,,,,,,,-3
928706,38,1,1994,104,9,226,1,-2,10,,,,,,,,,,,,,,,-2
928710,38,2,-2,39,3,56,,,,,,,,,,,,,,,,,,-2
928711,39,1,2015,67,5,-3,,6,,,,,,4,4,,2,,,,,,3,-2
928715,39,1,2014,53,2,100,,,,3,,0,,,,,,,,,,,,-2
928719,38,2,-2,92,9,0,4,-2,3,2,-2,4,-2,3,-2,0,-2,4,-2,4,6,1,2,-2
928721,39,1,2010,29,9,350,,,,,,,,,,,,,,,,,,4
928722,38,1,-2,21,2,150,,0,,2,-5,,-5,,,,,5,-2,1,0,1,,-2
928724,39,1,-2,38,2,135,5,0,2,2,0,,9,2,-2,1,5,,,,,,3,-2
928733,39,2,-2,-3,7,-3,4,0,6,,,,,,,,,,,,,,,-2
928734,39,1,-2,11,7,210,4,0,0,1,0,,12,,,,,,,,,,,-2
928743,-3,1,-2,74,9,-3,,,,,,,,,,,,,,,,,,-3
928744,39,1,2011,72,9,155,4,5,15,,,,,5,4,-29,7,,,,,,4,2
928746,39,1,-2,33,3,114,5,0,3,3,0,8,8,2,-2,,5,,,,,,4,2
928750,39,2,-2,24,2,48,3,-2,4,2,-2,2,-2,4,-2,9,-2,,,,,,0,-2
928754,39,2,-2,89,7,0,5,0,4,,,,,-30,-30,4,-30,,,,,,2,2
928755,39,1,-2,254,6,-3,4,-2,10,1,-2,3,-2,1,-2,,-2,,,,,,2,2
