,,,,,,,,,,,,,,,,,,,,,,,,
idpub,brdxdy,sexrsp,deatyr,pi5760,pop57,yrer74,mx001rer,ru024rec,mz023rer,gx201re,gu024re,iz023rer,gi503re,hx201re,hu024re,jz023rer,hi503rea,q1x001rer,q1u024re,q1z023rer,q1i503rea,q1c003re,hd201kd,dglev
926954,39,1,1990,64,3,125,,,,,,,,,,,,,,,,,,2
926958,39,1,2018,18,3,110,4,0,1,2,0,1,6,3,-2,1,6,,,,,,5,-2
926963,39,2,2014,48,6,18,4,-2,9,2,-2,4,-2,2,-2,4,-2,,,,,,3,-2
926964,39,1,1991,88,2,120,,,,,,,,,,,,,,,,,,2
926974,39,1,2002,46,2,141,,,,,,,,,,,,,,,,,,-2
926977,39,2,-2,14,4,144,4,0,9,2,0,4,6,3,-2,2,9,,,,,,0,4
926980,39,1,-2,32,3,140,,3,,4,0,2,4,3,-2,1,7,3,-2,5,7,1,3,-2
926981,38,2,2018,-3,3,2,,-2,,3,-2,1,-2,4,-2,-29,-2,,,,,,10,-2
926987,39,1,-2,43,2,190,4,-2,10,2,-2,9,-2,2,-2,6,-2,,,,,,3,-2
926988,38,2,-2,-3,2,0,4,6,3,3,0,3,7,3,-2,2,7,,,,,,3,-2
926991,39,1,2014,40,5,190,4,0,2,3,0,2,6,3,-2,2,5,,,,,,2,-2
926995,-3,2,1985,35,3,-3,,,,,,,,,,,,,,,,,,-3
926997,39,2,-2,50,3,105,4,0,4,1,0,3,11,2,-2,4,11,3,-2,2,10,2,1,2
927000,39,2,-2,14,9,18,5,0,2,2,0,2,8,3,-2,,8,,,,,,3,-2
927005,39,2,2009,108,5,0,,-3,,,,,,,,,,,,,,,,1
927006,39,2,-2,79,5,0,4,0,0,2,0,0,8,2,-2,0,6,4,2,5,10,1,3,-2
927009,39,1,-2,34,4,25,5,0,4,1,0,4,9,,,,,,,,,,,2
927014,39,1,-2,50,6,0,5,-2,1,1,-2,2,-2,3,-2,1,-2,4,-2,0,0,1,3,-2
927015,37,1,1986,56,2,-3,,,,,,,,,,,,,,,,,,-3
927016,39,2,-2,38,5,0,4,-2,1,2,-2,,-2,1,-2,0,-2,,,,,,10,-2
927027,38,2,-2,79,3,0,4,0,4,3,,8,,3,-2,4,0,5,-2,1,0,1,4,-2
927028,-3,1,1957,-3,2,-3,,,,,,,,,,,,,,,,,,-3
927031,39,1,-2,92,9,165,4,-2,4,,,,,3,-2,-29,-2,,,,,,4,2
927041,-3,1,-2,37,4,-3,,,,,,,,,,,,,,,,,,-3
927042,39,1,-2,-3,9,240,3,0,0,4,0,0,7,-30,-30,0,-30,3,-2,0,8,1,2,-2
927044,37,1,2001,101,9,140,4,0,0,,,,,,,,,,,,,,,-2
927047,39,2,2015,130,5,0,4,0,8,4,0,8,11,,,,,,,,,,,-2
927050,39,2,-2,31,2,5,5,3,0,1,0,1,12,1,-2,2,5,2,-2,2,4,1,3,-2
927053,39,1,1993,104,3,160,,0,,,,,,,,,,,,,,,,4
927054,39,1,-2,-3,3,230,4,-2,4,4,-2,3,-2,4,-2,1,-2,3,-2,1,4,1,3,3
927057,39,1,1984,34,5,172,,,,,,,,,,,,,,,,,,3
927062,39,1,-2,53,2,150,,,,,,,,,,,,,,,,,,-2
927067,40,2,-2,-3,5,24,,0,,,,,,,,,,,,,,,,-2
927068,39,2,-2,19,3,0,4,0,6,3,6,6,5,4,-2,2,6,3,-2,0,6,1,2,-2
927069,39,1,-2,-3,9,-3,5,4,0,1,5,,6,3,7,-29,7,4,-2,8,5,2,3,2
927071,39,1,2014,60,5,225,,-2,,2,-2,6,-2,1,-2,2,-2,,,,,,3,2
927080,38,1,-2,52,4,155,,,,3,-5,4,-5,3,-2,-29,2,4,7,0,1,2,7,-2
927084,39,2,-2,-3,6,-3,4,0,4,2,0,8,7,2,-2,4,8,5,-2,0,6,1,2,2
927086,38,1,-2,35,4,105,,-2,,4,-2,-3,-2,4,-2,-29,-2,,,,,,2,-2
927097,39,1,2016,14,3,-3,4,0,3,2,,2,,4,-2,-29,4,,,,,,3,-2
927100,38,1,2019,77,6,109,,0,,3,0,0,6,2,5,-29,7,,,,,,5,-2
927103,39,2,2006,83,9,10,3,-2,6,4,-2,0,-2,,,,,,,,,,,-2
927107,39,2,-2,15,3,0,4,0,0,3,-2,0,10,3,-2,0,6,4,-2,1,9,1,6,-2
927108,39,2,-2,63,5,140,5,-2,12,2,-2,4,-2,2,-2,3,-2,,,,,,4,-2
927109,39,1,-2,-3,6,130,,,,2,-2,1,-2,2,-2,3,-2,,,,,,3,-2
927114,39,1,-2,40,9,115,4,-2,3,3,-2,1,-2,3,-2,2,-2,,,,,,9,-2
927115,39,2,-2,89,7,60,5,0,4,2,-2,,11,1,7,,7,,,,,,4,-2
927120,39,2,-2,53,6,0,5,-2,3,1,-2,1,-2,2,-2,,-2,,,,,,10,-2
927125,39,2,-2,-3,3,75,4,-2,10,1,-2,4,-2,1,-2,10,-2,,,,,,1,-2
927126,38,2,-2,-3,4,0,5,0,2,3,4,4,9,-30,-30,4,-30,,,,,,2,-2
927127,38,2,-2,78,8,0,4,-2,4,1,-2,,-2,1,-2,,-2,,,,,,3,-2
927136,39,2,-2,28,2,30,4,7,3,2,-2,3,4,2,6,10,6,4,-2,4,3,1,4,-2
927139,-3,2,-2,31,5,-3,,,,,,,,,,,,,,,,,,-3
927140,37,2,1990,40,4,0,,,,,,,,,,,,,,,,,,-2
927143,39,1,1990,38,2,320,,,,,,,,,,,,,,,,,,-2
927145,39,1,-2,54,4,190,4,5,3,2,0,2,10,2,-2,3,11,4,2,12,8,1,2,3
927149,39,2,-2,64,3,0,4,-2,3,2,-2,2,-2,2,-2,3,-2,3,-2,3,0,1,2,1
927152,39,2,-2,21,2,0,,,,,,,,,,,,,,,,,,-2
927154,39,1,-2,68,9,193,4,5,2,3,-2,2,10,4,5,2,11,2,4,1,0,1,1,2
927155,-3,1,2003,39,9,-3,,,,,,,,,,,,,,,,,,-3
927156,39,1,-2,12,3,125,4,0,10,1,0,4,10,2,-2,,10,4,-2,6,7,2,3,4
927159,39,2,-2,91,9,0,4,0,2,2,0,8,9,2,-2,5,7,,,,,,4,-2
927163,38,2,-2,84,9,0,4,0,20,2,0,2,0,,,,,,,,,,,1
927175,39,2,-2,74,9,0,,,,3,,1,,,,,,,,,,,,-2
927176,38,1,-2,-3,7,170,,2,,3,-2,4,8,2,6,-29,9,3,-2,2,6,2,4,-2
927178,39,1,-2,64,4,95,4,0,0,3,0,0,8,2,-2,0,8,5,-2,4,6,1,3,-2
927179,39,1,-2,41,3,110,,-2,,3,-2,4,-2,2,-2,-29,-2,,,,,,3,-2
927184,39,2,-2,-3,2,6,5,0,20,1,0,6,-3,1,-2,20,6,5,-2,6,0,1,3,-2
927187,39,1,-2,49,6,130,,0,,3,0,1,5,2,-2,,8,3,-2,2,6,2,2,3
927190,39,1,2013,44,5,142,5,1,1,3,-3,0,6,,,,,,,,,,,-2
927196,38,2,-2,-3,9,-3,4,0,0,2,,0,,,,,,,,,,,,-2
927198,39,1,-2,35,2,0,5,0,2,3,0,1,10,1,0,0,11,5,-2,1,4,1,4,-2
927202,39,1,1988,25,2,120,,,,,,,,,,,,,,,,,,-2
927204,39,1,-2,9,2,210,5,-2,2,1,-2,4,-2,2,-2,3,-2,,,,,,2,-2
927207,-3,2,1960,63,4,-3,,,,,,,,,,,,,,,,,,-3
927208,39,2,1974,37,5,-3,,,,,,,,,,,,,,,,,,-3
927210,39,2,-2,84,8,87,,0,,2,0,2,7,2,-2,4,5,4,-2,0,5,1,2,2
927211,39,2,-2,70,5,90,3,-2,2,3,-2,2,-2,3,-2,3,-2,,,,,,10,-2
927218,39,2,-2,99,6,170,4,0,2,3,4,10,5,3,-2,16,9,3,-2,2,7,1,2,2
927219,39,2,2005,11,6,0,,-3,,3,0,6,0,,,,,,,,,,,-2
927220,39,1,2018,75,6,150,4,-2,0,3,7,,0,3,-2,,6,,,,,,3,-2
927223,38,2,-2,317,9,0,1,0,5,2,,9,,,,,,,,,,,,1
927227,39,2,-2,105,6,20,5,-2,1,2,-2,1,-2,2,-2,5,-2,5,-2,3,2,1,2,2
927230,39,2,-2,-3,2,30,4,-2,6,2,-2,10,-2,2,-2,8,-2,,,,,,0,-2
927233,39,2,-2,32,3,15,3,0,0,3,0,0,4,1,5,3,8,4,-2,1,6,1,6,-2
927240,39,2,-2,62,4,0,,,,2,-2,,-2,,,,,,,,,,,-2
927246,39,1,-2,68,4,160,,2,,2,2,1,10,3,-2,2,9,4,-2,1,7,2,3,-2
927249,39,1,-2,47,6,-3,,,,,,,,,,,,,,,,,,-2
927252,39,2,2007,34,4,0,4,-2,4,,,,,,,,,,,,,,,-2
927253,39,1,-2,134,6,0,,0,,2,0,1,12,2,-2,2,6,4,-2,1,8,1,4,-2
927254,39,2,-2,64,5,0,4,0,4,2,0,25,9,2,-2,3,10,5,-2,12,9,2,6,-2
927256,39,1,-2,28,5,140,4,0,1,2,4,0,4,2,-2,0,5,5,0,0,4,1,3,3
927266,39,1,-2,-3,5,500,4,0,8,,,,,3,-2,10,10,4,-2,10,6,2,3,3
927271,39,2,2010,44,4,0,,0,,3,6,0,8,,,,,,,,,,,2
927277,39,2,-2,19,2,65,,-2,,2,-2,10,-2,2,-2,-29,-2,,,,,,2,-2
927278,39,1,-2,105,9,750,,,,2,,4,,,,,,,,,,,,-2
927280,39,2,-2,42,9,7,3,-2,2,3,-5,-3,-5,,,,,3,-2,0,0,1,,-2
927281,39,1,-2,90,6,300,5,0,4,2,0,10,10,3,-2,4,5,4,-2,3,0,1,3,-2
927284,39,2,2016,115,9,0,4,3,12,3,0,27,0,4,-2,20,0,,,,,,2,-2
927287,39,1,-2,156,5,305,4,0,12,2,,3,,2,-2,6,12,3,-2,0,7,1,2,2
927289,39,1,1985,115,5,200,,,,,,,,,,,,,,,,,,-2
927294,39,2,-2,70,9,0,,,,,,,,,,,,,,,,,,-2
927296,40,1,-2,82,6,140,5,-2,10,1,-2,6,-2,2,-2,1,-2,,,,,,1,2
927300,39,2,2019,24,4,11,4,6,2,4,6,,5,4,-2,,5,,,,,,2,-2
927305,39,1,-2,48,6,240,4,-2,4,3,-2,3,-2,2,-2,3,-2,,,,,,4,2
927306,39,2,-2,119,9,0,4,0,0,,,,,2,4,-29,5,,,,,,3,-2
927307,39,2,-2,-3,6,65,,,,,,,,,,,,,,,,,,-2
927310,39,2,2008,-3,3,-3,,5,,4,-2,,6,,,,,,,,,,,-2
927312,39,2,-2,38,5,0,,4,,,,,,,,,,,,,,,,-2
927316,39,1,-2,134,5,219,4,0,6,1,0,4,6,1,5,14,8,2,4,18,6,1,4,-2
927317,39,2,-2,53,2,20,4,0,7,3,-2,3,9,1,6,10,6,4,-2,6,11,2,2,-2
927320,39,2,-2,-3,9,0,,-2,,3,-2,,-2,,,,,,,,,,,3
927323,39,2,-2,46,5,-3,,-2,,,,,,,,,,,,,,,,-2
927338,38,2,-2,62,6,20,5,0,1,1,0,1,8,2,-2,1,10,5,-2,0,6,1,2,2
927341,39,2,2018,112,4,55,4,-2,8,3,-2,2,-2,2,-2,2,-2,,,,,,8,-2
927342,39,1,2004,38,3,0,3,0,2,3,0,0,5,,,,,,,,,,,-2
927350,39,2,-2,57,9,67,,5,,,,,,,,,,,,,,,,-2
927357,39,2,-2,-3,6,0,4,5,8,3,0,8,5,3,-2,12,5,3,-2,0,5,1,2,-2
927358,39,2,-2,72,9,0,4,0,3,2,0,2,9,3,-2,2,6,4,-2,15,2,3,7,-2
927362,39,2,-2,12,6,30,4,0,2,3,0,0,6,,,,,,,,,,,-2
927364,39,1,2011,58,9,135,,,,4,0,0,-3,,,,,,,,,,,1
927365,39,1,2009,38,9,150,5,2,3,1,2,4,9,,,,,,,,,,,-2
927366,-3,2,1996,42,6,-3,,,,,,,,,,,,,,,,,,-3
927373,39,2,-2,70,4,0,5,0,6,1,0,8,8,4,-2,8,6,3,-2,4,7,1,3,-2
927374,39,1,-2,25,3,120,5,-2,3,1,-2,4,-2,2,-2,12,-2,,,,,,1,-2
927376,39,2,-2,-3,9,0,4,-2,1,1,-2,8,-2,2,-2,4,-2,3,-2,8,4,1,5,-2
927377,38,2,-2,32,3,0,4,-2,0,3,0,0,1,4,6,6,5,,,,,,3,-2
927380,39,1,-2,-3,9,0,,0,,4,0,2,7,4,-2,4,8,3,-2,6,8,1,3,-2
927381,38,2,-2,-3,9,0,,1,,3,0,,6,,,,,,,,,,,-2
927385,39,2,1992,31,3,0,,,,,,,,,,,,,,,,,,-2
927386,-3,1,-2,-3,4,-3,,,,,,,,,,,,,,,,,,-3
927389,39,1,2002,55,7,110,,,,,,,,,,,,,,,,,,-2
927390,39,1,-2,106,5,170,5,0,10,1,0,-3,-3,1,-2,4,10,5,-2,3,4,1,4,3
927392,39,2,2003,60,6,0,4,0,4,,,,,,,,,,,,,,,-2
927393,39,2,2009,-3,6,0,4,6,6,4,0,,11,,,,,,,,,,,-2
927394,39,2,-2,59,9,0,4,0,12,1,0,12,10,2,-2,4,6,,,,,,4,2
927399,40,2,2011,31,5,0,4,0,1,1,6,2,6,4,5,3,12,,,,,,5,-2
927403,38,2,2019,98,5,0,4,0,3,2,0,-3,5,3,-2,21,0,,,,,,3,-2
927404,38,2,2012,59,6,0,,0,,5,4,,10,,,,,,,,,,,-2
927410,-3,1,-2,27,6,-3,,,,,,,,,,,,,,,,,,-3
927411,39,2,-2,10,5,12,4,-2,4,2,-2,2,-2,2,-2,4,-2,,,,,,4,-2
927414,39,1,-2,65,4,180,4,-2,3,2,-2,4,-2,3,-2,2,-2,3,-2,0,6,1,2,3
927415,38,2,2011,68,3,80,,0,,2,0,2,12,,,,,,,,,,,-2
927417,39,2,-2,77,4,30,5,0,2,2,0,8,11,2,-2,2,10,4,-2,2,2,1,1,3
927419,39,2,-2,44,6,0,4,0,0,3,,3,,,,,,,,,,,,-2
927421,40,1,-2,57,9,-3,4,0,8,2,1,1,5,2,-2,2,5,,,,,,3,-2
927425,39,2,-2,35,2,30,5,0,1,3,-5,1,-5,,,,,,,,,,,-2
927429,-3,1,2005,35,2,-3,,,,,,,,,,,,,,,,,,-3
927431,38,2,-2,51,5,0,3,0,6,3,0,1,10,2,-2,6,11,,,,,,7,-2
927437,39,2,-2,62,5,70,3,6,5,4,5,4,6,4,-2,-29,6,,,,,,4,-2
927442,38,1,-2,40,4,120,5,0,15,1,-5,6,-5,,,,,,,,,,,-2
927445,39,1,2018,22,2,130,,-3,,4,-5,2,-5,,,,,,,,,,,-2
927447,38,1,2014,30,9,240,,,,3,,3,,,,,,,,,,,,-2
927448,39,1,2003,147,5,175,,0,,,,,,,,,,,,,,,,-2
927449,39,2,-2,82,4,15,4,0,3,2,0,1,2,2,-2,2,4,2,-2,0,4,1,3,-2
927451,-3,2,9995,-3,4,-3,,,,,,,,,,,,,,,,,,-3
927454,39,2,-2,58,6,0,4,-2,4,2,-2,-3,-5,2,-2,0,-2,,,,,,3,2
927455,37,2,-2,63,3,0,,,,,,,,,,,,,,,,,,-2
927457,37,2,-2,-3,5,0,,0,,4,0,5,7,4,-2,,5,1,5,5,7,1,8,-2
927461,38,2,-2,16,2,10,4,0,0,3,5,4,6,3,5,1,7,3,4,0,6,1,2,-2
927462,39,1,-2,38,4,87,,0,,3,0,,7,4,-2,0,6,,,,,,4,-2
927464,39,1,-2,62,7,80,5,0,6,1,0,4,11,1,-2,3,6,4,-2,5,11,2,2,-2
927467,39,1,2010,-3,4,-3,3,0,2,5,0,5,6,,,,,,,,,,,3
927470,39,1,-2,32,2,80,4,5,0,1,-2,0,6,2,-2,0,6,3,-2,56,6,1,4,-2
927472,39,2,-2,66,2,9,4,0,1,3,0,0,5,3,-2,1,9,3,1,0,4,1,2,-2
927475,39,2,2011,-3,2,57,4,6,3,3,4,2,0,4,5,1,2,,,,,,5,-2
927476,39,1,2011,83,7,50,,0,,5,0,,0,,,,,,,,,,,3
927478,39,1,2009,101,5,128,4,-2,4,3,0,8,6,,,,,,,,,,,-2
927481,39,2,-2,17,3,4,4,0,1,1,0,1,6,3,-2,1,6,4,-2,0,5,1,4,3
927487,-3,1,-2,101,4,-3,,,,,,,,,,,,,,,,,,-3
927488,39,2,2012,71,2,-3,4,-3,2,4,0,,4,,,,,,,,,,,-2
927489,38,2,-2,51,3,35,,,,,,,,,,,,,,,,,,-2
927490,39,2,-2,93,6,50,4,0,8,3,0,,-3,3,-2,8,10,5,2,5,8,4,3,-2
927492,39,1,-2,-3,4,150,3,4,10,4,0,2,6,3,-2,2,9,3,5,7,0,1,3,-2
927494,39,2,2019,53,4,24,3,-2,4,3,-2,4,5,3,-2,4,10,,,,,,3,-2
927495,-3,1,-2,57,7,-3,,,,,,,,,,,,,,,,,,-3
927499,-3,2,2005,29,3,-3,,,,,,,,,,,,,,,,,,-3
927500,39,2,1999,25,6,0,3,0,21,,,,,,,,,,,,,,,-2
927501,39,2,-2,16,2,31,,,,,,,,,,,,,,,,,,-2
927503,39,2,-2,41,7,0,4,0,4,3,1,8,6,4,-2,-3,7,4,0,3,6,1,4,-2
927504,39,1,2016,-3,8,180,,5,,,,,,2,3,2,7,,,,,,2,-2
927512,39,1,-2,33,2,423,3,0,3,,,,,,,,,,,,,,,-2
927516,39,2,-2,8,3,108,,,,2,0,2,6,3,-2,4,7,3,-2,0,1,2,5,-2
927518,39,1,2003,34,9,0,4,0,3,,,,,,,,,,,,,,,2
927519,39,2,2016,-3,2,85,3,-2,2,3,0,3,10,3,4,5,8,,,,,,3,-2
927520,39,1,-2,101,5,200,4,0,6,3,0,3,8,3,-2,1,6,3,-2,0,5,1,2,1
927526,-3,1,1959,9,3,-3,,,,,,,,,,,,,,,,,,-3
927533,38,2,-2,25,6,0,,0,,,,,,,,,,,,,,,,-2
927535,39,2,-2,41,2,0,4,0,1,2,0,0,6,2,-2,,8,,,,,,3,-2
927536,39,2,-2,21,4,80,5,0,4,1,0,12,5,1,-2,,8,5,-2,0,7,1,2,-2
927538,38,1,-2,20,2,60,3,-2,4,3,-2,4,-2,3,-2,4,-2,,,,,,4,-2
927539,39,1,2017,85,7,0,,0,,1,0,0,-3,3,2,0,9,,,,,,2,-2
927541,39,1,2018,55,9,200,4,2,1,2,0,3,6,2,-2,6,7,,,,,,3,-2
927542,39,2,-2,60,4,0,,,,1,0,,12,-30,-30,6,-30,,,,,,3,-2
927548,39,2,-2,29,4,0,4,0,8,2,0,10,4,3,-2,4,10,4,-2,0,0,1,3,-2
927549,39,2,-2,39,3,0,5,0,1,2,,1,,2,-2,1,8,,,,,,3,-2
927550,39,2,-2,62,9,0,,0,,2,0,2,6,,,,,,,,,,,-2
927552,-3,2,1989,-3,2,-3,,,,,,,,,,,,,,,,,,-3
927559,39,1,-2,49,4,110,5,0,2,2,0,6,6,3,-2,4,9,4,-2,2,8,1,2,-2
927561,38,1,1982,78,5,90,,,,,,,,,,,,,,,,,,-2
927567,39,2,-2,21,4,99,5,-2,1,2,-2,2,-2,2,-2,2,-2,,,,,,0,-2
927569,39,2,2014,68,7,110,3,-2,2,4,-2,1,-2,4,-2,4,-2,,,,,,0,2
927572,39,1,1986,70,4,500,,,,,,,,,,,,,,,,,,-2
927574,39,1,-2,43,2,125,4,0,3,3,0,1,6,3,-2,-29,5,,,,,,2,-2
927575,38,1,2016,60,2,225,4,0,0,2,0,0,6,2,4,4,7,,,,,,2,2
927576,39,2,2006,88,5,75,3,0,4,4,-2,2,9,,,,,,,,,,,-2
927579,39,1,2008,30,3,100,4,-2,3,2,-2,,-2,,,,,,,,,,,-2
927583,39,1,-2,55,2,119,4,-2,5,1,-2,4,-2,1,-2,4,-2,,,,,,3,-2
927585,39,1,2017,58,4,165,4,0,0,2,2,2,12,4,-2,0,10,,,,,,4,-2
927587,38,1,-2,24,3,146,5,0,20,1,0,2,0,1,-2,,12,5,-2,8,8,1,3,-2
927588,39,2,2011,64,6,34,4,7,2,4,5,-3,9,,,,,,,,,,,-2
927589,39,2,2009,53,7,4,,,,,,,,,,,,,,,,,,-2
927590,39,2,2002,48,3,0,5,0,7,,,,,,,,,,,,,,,1
927591,39,2,-2,18,4,0,4,0,1,1,0,1,8,,,,,,,,,,,-2
927593,39,1,-2,32,4,140,4,0,3,2,0,3,10,2,-2,10,8,5,-2,2,8,1,1,-2
927594,39,2,-2,64,5,0,4,6,3,2,6,2,4,2,-2,4,6,4,4,0,8,1,2,-2
927596,39,2,-2,998,2,-3,4,-2,10,2,0,,10,2,-2,4,10,2,-2,8,9,1,2,2
927601,38,2,2015,56,4,75,,-2,,2,-2,,-2,2,-2,,-2,,,,,,5,-2
927604,39,2,-2,23,3,30,,,,2,,4,,,,,,,,,,,,-2
927610,39,1,-2,81,4,150,4,0,6,4,0,4,10,4,-2,4,12,3,3,5,10,1,3,2
927616,39,1,-2,60,2,315,,,,,,,,,,,,,,,,,,2
927617,39,1,2016,126,9,385,5,0,2,1,0,,12,1,-2,,12,,,,,,1,4
927622,39,2,-2,13,6,80,4,0,1,4,0,2,7,3,4,4,6,4,-2,2,0,1,3,-2
927624,39,2,-2,41,5,0,4,0,1,2,0,-3,12,,,,,,,,,,,-2
927625,39,1,1998,24,2,130,4,-2,8,,,,,,,,,,,,,,,-2
927630,39,2,2018,54,3,-3,4,6,1,3,6,0,5,3,6,1,6,,,,,,7,-2
927635,39,2,-2,41,3,0,4,0,8,2,0,8,10,2,-2,4,6,4,3,5,0,1,3,-2
927641,38,1,1989,138,4,90,,,,,,,,,,,,,,,,,,-2
927642,-3,1,2011,53,2,-3,,,,,,,,,,,,,,,,,,-3
927643,39,1,2002,91,6,242,3,0,5,,,,,,,,,,,,,,,4
927648,39,1,1995,42,4,152,2,-3,2,,,,,,,,,,,,,,,3
927649,39,2,2006,55,3,-3,1,0,4,5,0,8,6,,,,,,,,,,,-2
927652,40,2,2009,57,2,0,5,0,7,1,0,3,8,,,,,,,,,,,2
927654,39,1,1990,118,9,115,,,,,,,,,,,,,,,,,,2
927662,39,2,-2,92,5,0,4,0,4,2,-5,-3,-5,3,-2,,6,,,,,,2,-2
927664,39,2,-2,104,9,0,,0,,1,,4,,1,-2,,8,5,-2,6,6,1,4,2
927672,39,1,-2,27,2,143,4,0,3,3,0,0,9,3,-2,1,11,3,1,0,8,1,3,-2
927674,39,2,-2,47,4,50,5,0,2,3,4,1,6,3,4,3,5,4,-2,0,5,2,5,-2
927678,39,1,-2,13,4,136,4,0,1,1,0,2,11,2,-2,2,6,,,,,,8,-2
927680,39,2,-2,55,4,130,4,0,4,2,1,0,6,3,-2,2,6,4,-2,4,11,1,2,-2
927681,39,1,-2,76,5,-3,5,0,1,2,,0,,1,-2,4,9,,,,,,3,2
927684,39,2,-2,38,4,55,,2,,3,0,,11,2,-2,10,11,3,4,3,6,1,6,-2
927686,39,2,-2,23,4,60,4,2,3,3,-5,3,-5,3,-2,-29,6,,,,,,1,-2
927687,39,2,-2,31,3,100,5,-2,10,1,-2,10,-2,1,-2,-29,-2,,,,,,3,-2
927688,39,1,2014,72,6,110,4,0,6,1,0,10,7,2,-2,15,6,,,,,,5,-2
927689,39,2,2007,60,7,4,3,-2,3,4,-2,-3,-2,,,,,,,,,,,-2
927692,38,1,-2,11,4,130,4,0,3,4,0,1,12,4,-2,-29,9,4,-2,2,6,1,1,-2
927693,40,1,-2,-3,2,48,5,0,5,2,0,2,8,2,-2,0,8,,,,,,2,-2
927697,39,1,1995,151,9,-3,4,-2,6,,,,,,,,,,,,,,,-2
927698,39,1,2011,59,2,132,4,0,4,2,0,1,0,2,-2,1,8,,,,,,4,3
927699,39,2,-2,31,2,22,5,0,4,2,0,1,8,2,-2,2,6,4,-2,0,8,1,2,-2
927702,39,2,2000,34,4,100,4,-2,1,,,,,,,,,,,,,,,-2
927704,39,2,-2,40,4,60,4,0,20,2,,12,,,,,,,,,,,,-2
927706,39,2,-2,25,4,136,,0,,2,0,,4,,,,,,,,,,,-2
927707,39,1,2016,58,5,160,4,-2,2,2,-2,4,-2,2,-2,20,-2,,,,,,3,-2
927713,39,1,-2,170,9,350,4,0,4,3,0,1,11,5,-2,0,10,,,,,,6,2
927714,40,2,-2,100,9,63,4,0,1,2,-5,2,-5,2,-2,-29,5,,,,,,6,-2
927715,39,1,-2,25,2,120,4,-2,2,3,-2,2,-2,3,-2,,-2,,,,,,2,-2
927717,-3,2,-2,34,2,-3,,,,,,,,,,,,,,,,,,-3
927720,39,2,-2,19,5,125,4,0,0,2,0,2,6,2,-2,4,5,4,-2,0,5,0,0,2
927721,39,1,-2,4,4,104,,0,,,,,,,,,,,,,,,,-2
927722,-3,2,1964,-3,9,-3,,,,,,,,,,,,,,,,,,-3
927725,38,1,-2,77,6,150,4,0,4,2,0,1,8,3,-2,3,6,3,-2,0,6,1,3,-2
927726,39,1,-2,73,9,450,4,0,1,3,0,,5,3,-2,2,8,4,-2,0,3,1,2,-2
927729,39,1,-2,-3,9,150,5,-2,4,2,-2,15,-2,2,-2,4,-2,5,6,3,0,1,2,3
927730,38,2,-2,52,6,0,4,0,2,3,0,3,5,2,-2,12,8,4,-2,0,4,2,4,-2
927731,39,1,-2,84,6,200,,,,3,0,1,8,3,-5,,8,3,-2,0,6,1,2,3
927732,39,2,1993,65,4,84,,,,,,,,,,,,,,,,,,-2
927735,39,1,1999,55,3,93,,0,,,,,,,,,,,,,,,,-2
927736,38,1,-2,7,4,174,2,-2,2,5,-2,1,-2,5,-2,1,-2,,,,,,1,-2
927737,39,1,2012,-3,7,150,4,0,-3,2,0,0,0,,,,,,,,,,,-2
927738,39,1,-2,47,3,125,5,0,0,2,0,,8,2,-2,1,6,4,-2,4,4,1,2,3
927739,39,1,-2,83,7,132,5,0,3,2,0,2,5,3,-2,,6,,,,,,6,-2
927740,39,2,-2,5,9,0,,,,3,0,,12,,,,,,,,,,,-2
927742,40,1,-2,37,2,108,,,,,,,,,,,,,,,,,,-2
927744,39,1,-2,60,5,-3,4,0,2,1,0,16,12,2,-2,-29,8,4,-2,6,6,1,2,-2
927746,39,2,-2,26,5,15,,,,1,,-3,,,,,,,,,,,,-2
927747,39,1,-2,110,7,290,4,0,3,2,0,10,6,2,-2,8,9,4,-2,2,10,1,2,2
927748,39,2,2003,207,5,0,5,0,4,,,,,,,,,,,,,,,3
927749,40,1,-2,101,9,280,5,0,1,1,0,,11,3,5,,11,4,-2,0,10,2,1,4
927753,39,2,-2,45,9,0,4,3,12,2,1,10,12,,,,,,,,,,,-2
927754,-3,2,-2,30,2,-3,,,,,,,,,,,,,,,,,,-3
927755,39,2,-2,57,5,100,5,0,4,2,0,4,12,1,1,3,7,4,-2,5,9,0,0,-2
927756,39,1,2018,-3,7,150,3,0,0,2,0,4,11,,,,,,,,,,,-2
927757,40,2,-2,31,2,50,,5,,2,,2,,3,-2,1,6,1,-2,5,7,1,4,-2
927759,39,2,1991,-3,2,-3,,,,,,,,,,,,,,,,,,-3
927765,39,1,1998,8,6,165,,0,,,,,,,,,,,,,,,,-2
927768,39,2,-2,86,2,2,4,0,10,2,4,0,11,1,-2,3,11,5,-2,15,10,1,4,-2
927770,39,1,-2,74,4,175,3,0,0,3,0,3,0,2,-2,-29,6,4,-2,2,1,1,4,-2
927771,38,2,2014,76,5,0,4,0,5,3,0,-3,8,,,,,,,,,,,-2
927773,39,2,-2,67,6,70,5,0,0,1,0,4,9,2,-2,4,12,5,-2,2,10,1,3,-2
927776,38,2,2005,51,6,43,3,-2,5,3,0,,3,,,,,,,,,,,-2
927781,39,2,-2,65,9,0,4,-2,3,3,-2,4,-2,3,-2,1,-2,,,,,,4,2
927782,39,2,-2,-3,6,0,5,-2,6,1,-2,-3,-2,1,-2,3,-2,,,,,,2,-2
